Doi,keywords
10.3389/fgene.2020.620976,INDIVIDUALIZED medicine;  INFLAMMATORY bowel diseases;  BACTEROIDES fragilis;  LOW-rank matrices;  COMPUTATIONAL biology;  HTLV-I;  omics;  machine learning;  drug;  RNA;  disease;  biomarker;  Genetics;  QH426-470
10.3389/fonc.2020.525461,ARTIFICIAL intelligence;  BRAIN diseases;  ARTIFICIAL neural networks;  PROGNOSTIC models;  LIVER;  CHEMOEMBOLIZATION;  HEPATOCELLULAR carcinoma;  SORAFENIB;  hepatocellular carcinoma;  albumin–bilirubin;  artificial intelligence;  nomogram;  artificial neural network;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.3389/fpsyt.2020.584711,MENTAL depression;  HAMILTON Depression Inventory;  HEART beat;  DETECTORS;  artificial intelligence;  sensors;  digital phenotyping;  assessment;  depression;  Psychiatry;  RC435-571
10.3389/fgene.2020.585804,TREATMENT effectiveness;  PATIENT selection;  ACUTE myeloid leukemia;  SUPPORT vector machines;  RANDOM forest algorithms;  BIOMARKERS;  PROBABILISTIC generative models;  causal inference;  generative adversarial networks;  counterfactuals;  treatment estimation;  precision medicine;  Genetics;  QH426-470
10.3390/jcm9123999,APPENDECTOMY;  MINIMALLY invasive procedures;  BIBLIOMETRICS;  LAPAROSCOPIC surgery;  T-test (Statistics);  SURGICAL site;  PYLORUS;  DATA analysis software;  PEDIATRIC surgery;  INGUINAL hernia;  PUBLISHING;  SURGICAL robots;  SURGICAL equipment;  LAPAROSCOPY;  FETAL surgery;  ENDOSCOPIC surgery;  UTERINE surgery;  PEDIATRIC surgeons;  pediatric surgery;  minimally invasive surgery;  fetal surgery;  single-incision surgery;  surgical techniques;  surgical devices;  Medicine
10.1371/journal.pbio.3000966,BRAIN stimulation;  AMYGDALOID body;  FUNCTIONAL connectivity;  ARCHAEOLOGICAL human remains;  PEOPLE with epilepsy;  INDIVIDUAL differences;  MENTAL depression;  FUNCTIONAL magnetic resonance imaging;  Biology (General);  QH301-705.5
10.3389/fdgth.2020.596433,CAFPAs;  clinical decision-support systems;  machine learning;  audiology;  interpretable machine learning;  precision diagnostics;  Medicine;  Public aspects of medicine;  RA1-1270;  Electronic computers. Computer science;  QA75.5-76.95
10.31744/einstein_journal/2021ED6037,ELECTRONIC health records;  INDIVIDUALIZED medicine;  ARTIFICIAL intelligence;  SUPERVISED learning;  MACHINE learning;  Medicine
10.3389/fgene.2020.608668,PANCREATIC cancer;  CANCER prognosis;  DISEASE risk factors;  RECEIVER operating characteristic curves;  PROGNOSIS;  LINCRNA;  NOMOGRAPHY (Mathematics);  HEPATOCELLULAR carcinoma;  hepatocellular carcinoma;  autophagy;  long non-coding RNAs;  The Cancer Genome Atlas;  prognostic signature;  nomogram;  Genetics;  QH426-470
10.3390/ijerph17249471,roadside air quality forecasting;  deep learning;  sequence to sequence;  short-term prediction;  fine particulate matter;  carbon monoxide;  Medicine
10.1016/j.omtn.2020.10.005,DATA augmentation;  PEPTIDES;  AMINO acids;  VECTOR spaces;  RANDOM forest algorithms;  BOOSTING algorithms;  PEPTIDE antibiotics;  ANTIMICROBIAL peptides;  DEEP learning;  MACHINE learning;  BACTERIAL cell walls;  SINGLE molecules;  AMINO acid sequence;  SMALL molecules;  FEATURE extraction;  DNA-binding proteins;  anticancer peptides;  deep learning;  convolutional neural networks;  recurrent neural networks;  bidirectional long short-term memory cells;  Therapeutics. Pharmacology;  RM1-950
10.3389/fgene.2020.599510,MACHINE learning;  FORECASTING;  MARKOV processes;  DIFFERENTIAL evolution;  ALGORITHMS;  CROP growth;  PLANT phenology;  crop growth model;  bayesian inference;  differential evolution adaptive metropolis;  machine learning;  Markov chain Monte-Carlo;  Genetics;  QH426-470
10.1136/jitc-2020-000705,OVARIAN cancer;  OVARIAN epithelial cancer;  WISKOTT-Aldrich syndrome;  BIOMARKERS;  IMMUNOSTAINING;  PROGNOSIS;  PROGNOSTIC models;  IMMUNE checkpoint inhibitors;  DISEASE risk factors;  MELANOMA;  SKIN cancer;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1001/jamanetworkopen.2020.29655,PREMATURE labor;  PREMATURE rupture of fetal membranes;  HIGH-risk pregnancy;  PREECLAMPSIA;  NEONATAL death;  AMNIOTIC liquid;  TRANSCRIPTOMES;  AMNIOCENTESIS;  RNA
10.1098/rspb.2020.2523,CANCER cells;  METASTASIS;  BREAST cancer;  CELL morphology;  EXTRACELLULAR matrix
10.3390/ijerph17249378,cholera;  coastal environment;  climate;  remote sensing;  essential climate variables;  machine learning;  Medicine
10.3389/fbioe.2020.608918,microbial engineering;  synthetic biology;  omics technology;  machine learning;  biomanufacturing;  systems biology;  Biotechnology;  TP248.13-248.65
10.3389/fgene.2020.610798,DRUG discovery;  PROCESS capability;  PREDICTION models;  LIFE sciences;  DEEP learning;  MEDICAL technology;  NANOBIOTECHNOLOGY;  LICHENS;  YEAST;  CYANOBACTERIA;  SPECIES;  FUNGI;  DRUG repositioning;  MENTAL illness;  PHARMACOLOGY;  PSYCHIATRY;  HERITABILITY;  GENOME-wide association studies;  DISEASE incidence;  ASTHMA;  CYTOPLASMIC inheritance;  WHEEZE;  LYMPHOBLASTIC leukemia;  GEOGRAPHICAL discoveries;  ACUTE leukemia;  CELL lines;  PROTEOMICS;  GENE silencing;  USER interfaces;  PLANT breeding;  FUNCTIONAL genomics;  PHYSIOLOGY;  TOMATO breeding;  CARROTS;  DATA mining;  MEDICAL research;  BEST practices;  VISUALIZATION;  SOFTWARE engineering;  machine learning;  benchmarking;  FAIR;  integrated omics;  multi-omics;  reproducibility;  Genetics;  QH426-470
10.3389/fneur.2020.588140,COGNITION disorders;  BLOOD testing;  PERIODIC health examinations;  AGE factors in cognition;  COGNITIVE testing;  AGE factors in cognition disorders;  MILD cognitive impairment;  MINI-Mental State Examination;  NEUROREHABILITATION;  Alzheimer's disease;  artificial intelligence;  deep leaning;  dementia;  Mini Mental State Examination;  screening test;  Neurology. Diseases of the nervous system;  RC346-429
10.1159/000511931,ESOPHAGEAL motility disorders;  MACHINE learning;  DEGLUTITION;  ESOPHAGEAL motility;  DEEP learning;  ESOPHAGUS diseases;  DIAGNOSIS;  CONVOLUTIONAL neural networks;  JOB classification
10.1371/journal.pmed.1003410,ALCOHOL drinking;  TOBACCO use;  CORONARY disease;  CARDIOVASCULAR diseases;  MYOCARDIAL infarction;  SYSTOLIC blood pressure;  Medicine
10.1007/s40122-020-00196-y,MACHINE learning;  RANDOM forest algorithms;  HERPES zoster;  POSTHERPETIC neuralgia;  PAIN management;  FORECASTING;  LOGISTIC regression analysis;  Herpes zoster;  Logistic regression machine learning;  Postherpetic neuralgia;  Probability;  Random forest;  Anesthesiology;  RD78.3-87.3
10.3389/fonc.2020.594580,COMPUTER-assisted image analysis (Medicine);  ARTIFICIAL intelligence;  LIVER tumors;  ULTRASONIC imaging;  MEDICAL care;  artificial intelligence;  ultrasound;  imaging;  liver cancer;  neural network;  diagnosis;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1182/bloodadvances.2020002997,MACHINE learning;  BONE marrow examination;  LEUCOCYTES;  LEUKEMIA;  BONE marrow;  ERYTHROCYTES;  SUPPORT vector machines;  HEMATOPOIETIC stem cell transplantation;  CHI-squared test;  FEATURE selection;  RETROSPECTIVE studies
10.1016/j.xpro.2020.100135,Science (General);  Q1-390
10.1016/j.hroo.2020.08.007,Brugada syndrome;  ECG signals;  Machine learning;  Scn5a+/- mutation;  Symmetric Projection Attractor Reconstruction;  Diseases of the circulatory (Cardiovascular) system;  RC666-701
10.1136/bmjopen-2020-039560,Medicine
10.3390/ijerph17249345,air quality;  forest fires;  random forest model;  vector autoregressive model;  Medicine
10.3389/fgene.2020.603808,MYXOMYCETES;  DIFFERENTIAL evolution;  GENE expression;  FEATURE selection;  GENES;  DEEP learning;  ALZHEIMER'S disease;  PARTICLE swarm optimization;  PHENOTYPES;  PANCREATIC cancer;  RNA sequencing;  PANCREATIC duct;  MACHINE learning;  DNA sequencing;  DEOXYRIBOZYMES;  CATALYTIC RNA;  SAMPLE size (Statistics);  SUPERVISED learning;  gene selection;  machine learning;  microarray gene expression;  supervised gene selection;  unsupervised gene selection;  Genetics;  QH426-470
10.1016/j.jconrel.2020.08.060,COVID-19;  COVID-19 pandemic;  VIRAL transmission;  VACCINE development;  VIRUS inactivation;  NANOMEDICINE
10.3390/molecules26010128,SARS-CoV-2;  ARTEMISIA;  MOLECULAR dynamics;  BINDING energy;  COUMARIN derivatives;  FLAVONOIDS;  BAND gaps;  DNA fingerprinting;  MOLECULAR docking;  TOXICITY testing;  ARTIFICIAL neural networks;  MULTILAYERED thin films;  SIGNAL-to-noise ratio;  DRUG development;  DESCRIPTOR systems;  DEEP learning;  ERROR rates;  DATABASE searching;  CHEMICAL structure;  LIFTING & carrying (Human mechanics);  FEATURE selection;  virtual screening (VS);  similarity searching;  deep learning;  deep belief networks (DBN);  feature selection;  Organic chemistry;  QD241-441
10.1016/j.resplu.2020.100046,Emergency medical services;  Prehospital;  Cardiac arrest prevention;  Early warning score;  National Early Warning Score;  NEWS;  Specialties of internal medicine;  RC581-951
10.3389/fpubh.2020.600213,internet of things;  artificial intelligence;  machine learning;  healthcare;  ubiquitous;  virtual healthcare;  Public aspects of medicine;  RA1-1270
10.3389/fpsyt.2020.607890,SYMPTOMS;  PSYCHOMETRICS;  TEST validity;  KINECT (Motion sensor);  HOSTILITY;  mental health;  psychological symptoms;  SCL-90;  facial movements;  machine learning;  multitrait-multimethod matrix;  Psychiatry;  RC435-571
10.3390/ijerph17249347,BOTNETS;  CYBERTERRORISM;  MACHINE learning;  INTERNET of things;  RANDOM forest algorithms;  PLURALITY voting;  BLOCKCHAINS;  K-nearest neighbor classification;  SUPPORT vector machines;  DATA transmission systems;  ELECTRONIC data processing;  RASPBERRY Pi;  FEATURE selection;  ARTIFICIAL intelligence;  COMPUTER security;  RECURRENT neural networks;  ARTIFICIAL neural networks;  smart city;  Internet of Things;  cybersecurity;  anomaly detection;  machine learning;  Medicine
10.1515/jib-2019-0084,G protein coupled receptors;  PHARMACEUTICAL research;  PREDICTION models;  MACHINE learning;  RANDOM forest algorithms;  drug targeting;  gpcr;  interaction;  ligand;  machine learning;  Biotechnology;  TP248.13-248.65
10.3390/jcm9123908,LUNG cancer;  LUNGS;  COMPUTED tomography;  lung neoplasms;  deep learning;  computer-aided diagnosis;  multidetector computed tomography;  early detection of cancer;  Medicine
10.3389/fphys.2020.612928,CENTRAL nervous system diseases;  DEMYELINATION;  NEUROMYELITIS optica;  MYELIN sheath diseases;  MYELIN oligodendrocyte glycoprotein;  AQUAPORINS;  MAGNETIC resonance imaging;  MACHINE learning;  MULTIPLE sclerosis;  DIAGNOSIS;  ARTIFICIAL intelligence;  OPTICAL spectra;  CONVOLUTIONAL neural networks;  COMPUTER-assisted image analysis (Medicine);  Neuromyelitis optical spectrum disorder (NMOSD);  multiple sclerosis (MS);  magnetic resonance imaging (MRI);  deep learning;  convolutional neural networks (CNNs);  Physiology;  QP1-981
10.3389/fonc.2020.578895,DIAGNOSTIC imaging;  TUMOR markers;  TUMORS;  PAPILLOMAVIRUSES;  HEAD tumors;  RESEARCH;  COMPUTERS in medicine;  PREDICTIVE tests;  CANCER relapse;  CANCER patients;  POSITRON emission tomography;  COMPUTED tomography;  PROGRESSION-free survival;  NECK tumors;  NON-small-cell lung carcinoma;  RECEIVER operating characteristic curves;  LOGISTIC regression analysis;  SQUAMOUS cell carcinoma;  lung cancer;  computed tomography;  peritumoral radiomics;  radiomics activation maps;  local radiomics;  interpretability;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.3389/fonc.2020.581037,COMPUTER software;  BRAIN;  ONLINE information services;  MEDICAL information storage & retrieval systems;  INFORMATION storage & retrieval systems -- Medical care;  SYSTEMATIC reviews;  MACHINE learning;  GLIOMAS;  METASTASIS;  DESCRIPTIVE statistics;  MEDLINE;  RADIATION measurements;  MAGNETIC resonance imaging;  BRAIN tumors;  BRAIN tumor diagnosis;  NUCLEAR magnetic resonance spectroscopy;  DIAGNOSTIC imaging;  ALGORITHMS;  BRAIN metastasis;  GLIOBLASTOMA multiforme;  SUPPORT vector machines;  CORPUS callosum;  BONE marrow cancer;  AGENESIS of corpus callosum;  qualitative magnetic resonance features;  Visually AcceSIble Rembrandt Images;  exploratory data analysis;  differentiation;  glioblastoma;  brain metastasis;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1186/s12911-020-01318-4,MACHINE learning;  MEDICAL personnel;  NATURAL language processing;  CRITICALLY ill;  COMORBIDITY;  PEOPLE with diabetes;  ICU;  Diabetic disease;  Clinical notes;  Machine learning;  Natural language processing;  Mortality;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1186/s40662-020-00182-7,DIABETIC retinopathy;  MEDICAL screening;  CAMERAS;  INTELLIGENCE service;  MACULAR degeneration;  DEEP learning;  ARTIFICIAL neural networks;  KERATOCONUS;  CONVOLUTIONAL neural networks;  SIGNAL convolution;  Artificial intelligence;  Deep learning;  Diabetic retinopathy;  Fundus photographs;  Retinal imaging modalities;  Survey;  Ophthalmology;  RE1-994
10.3390/microorganisms8122043,Lactococcus lactis;  biological nitrogen fixation;  maize;  pangenome;  GWAS;  random forests;  Biology (General);  QH301-705.5
10.1186/s40168-020-00943-5,Microbial ecology;  QR100-130;  FETAL development;  FETAL growth retardation;  GUT microbiome;  MACHINE learning;  DAPHNIA
10.1186/s12911-020-01299-4,DEEP learning;  JOB stress;  PERSONNEL management;  REGRESSION analysis;  PREDICTION models;  FACIAL expression;  FACIAL expression & emotions (Psychology);  EMOTIONS;  COMPARATIVE studies;  CONVOLUTIONAL neural networks;  MACHINE learning;  NETWORK performance;  Convolutional neural network;  Emotion classification;  Multilayer perceptron;  Stress detection;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1289/EHP6386,DIETARY supplements;  ETHNIC groups;  FOLIC acid;  PREMATURE infants;  LONGITUDINAL method;  PRECONCEPTION care;  STATISTICAL sampling;  ENVIRONMENTAL exposure;  PARTICULATE matter;  PROPORTIONAL hazards models;  DATA analysis software;  DESCRIPTIVE statistics
10.3390/jpm10040286,MACHINE learning;  PROGRAMMING languages;  NATURAL languages;  STROKE patients;  MAGNETIC resonance imaging;  RECURRENT neural networks;  NATURAL language processing;  ischemic stroke;  functional outcome;  machine learning;  deep learning;  natural language processing;  magnetic resonance imaging;  Medicine
10.7554/ELIFE.61909,PYTHON programming language;  KALMAN filtering;  SCIENCE conferences;  POSTURE;  pose-estimation;  DeepLabCut;  real-time tracking;  any animal;  low-latency;  Medicine;  Science;  Biology (General);  QH301-705.5
10.3390/cancers12123833,RNA-binding proteins;  CELL physiology;  GASTROINTESTINAL tumors;  CELLULAR signal transduction;  MESSENGER RNA;  ADENOSINES;  IMMUNOTHERAPY;  STOMACH tumors;  CHROMOSOMES;  BRCA genes;  MICRORNA;  CELL cycle;  GENE expression;  EPITHELIAL-mesenchymal transition;  DNA damage;  DRUG resistance;  GENES;  INTESTINAL tumors;  RNA;  STEM cells;  GENOMICS;  cancer stem cell;  epithelial-mesenchymal transition;  molecular network;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1007/s40122-020-00191-3,MACHINE learning;  CHRONIC pain;  PHYSICAL mobility;  PSYCHOLOGICAL tests;  ANXIETY;  Chronic pain;  Cognition;  Machine learning;  Psychological health;  Physical health;  Anesthesiology;  RD78.3-87.3
10.3390/jcm9123814,GLAUCOMA surgery;  INTRAOCULAR pressure;  OPHTHALMOLOGY equipment;  DESCRIPTIVE statistics;  POSTOPERATIVE period;  EYE examination;  TRAUMATOLOGY diagnosis;  CROSS-sectional method;  MEDICAL screening;  ANTERIOR chamber (Eye);  RESEARCH funding;  OPTICAL coherence tomography;  WOUNDS & injuries;  RECEIVER operating characteristic curves;  SENSITIVITY & specificity (Statistics);  CRYSTALLINE lens;  SYMPTOMS;  ANTERIOR eye segment;  MACHINE learning;  DEEP learning;  ANGLE-closure glaucoma;  diagnosis;  trabecular meshwork;  anterior chamber angle;  iridocorneal angle;  angle closure glaucoma;  Medicine
10.3390/metabo10120502,RHEUMATOID arthritis;  AUTOIMMUNE diseases;  METABOLOMICS;  MULTIPLE sclerosis;  SYSTEMIC lupus erythematosus;  FINGOLIMOD;  INTERFERON beta 1b;  PSORIATIC arthritis;  NUCLEAR magnetic resonance;  SMALL molecules;  ARTHRITIS;  autoimmune diseases;  metabolomics;  organic acids;  tricarboxylate cycle;  glutathione cycle;  disease prediction;  Microbiology;  QR1-502
10.3390/biology9120477,WAVELETS (Mathematics);  COVID-19;  MACHINE theory;  MACHINE learning;  COVID-19 pandemic;  EPIDEMICS;  PANDEMICS;  Covid-19;  SARS-CoV-2;  epidemic-fitted wavelet;  epidemic dynamics;  model selection;  curve fitting;  Biology (General);  QH301-705.5
10.7554/eLife.61968,SHOTGUN sequencing;  WHOLE genome sequencing;  DNA sequencing;  DRUG resistance in microorganisms;  INFECTION control;  COMMUNITIES;  CROHN'S disease;  INFLAMMATORY bowel diseases;  PECTINS;  ULCERATIVE colitis;  SYNTROPHISM;  METABOLISM;  SPECIES;  GENOMES;  COOPERATION;  systems biology;  metabolic modelling;  microbiota;  metagenomics;  keystone species;  metabolic complementarity;  Medicine;  Science;  Biology (General);  QH301-705.5
